ip,count
35.161.34.55,6	
35.161.35.168,66	
35.161.39.84,4	
35.161.90.95,13	
35.162.35.57,1	
35.162.50.201,20	
35.162.83.107,2	
35.163.114.185,62	
35.163.120.225,20	
35.163.146.116,1	
35.163.181.128,4	
35.163.223.46,8	
35.163.231.235,4	
35.163.77.58,4	
35.164.103.90,5	
35.164.13.213,1	
35.164.147.83,102	
35.164.171.133,1	
35.164.51.247,7	
35.164.97.118,1	
35.165.115.1,2	
35.165.158.113,40	
35.165.161.128,2	
35.165.181.13,30	
35.165.206.251,82	
35.165.226.138,1	
35.165.227.174,24	
35.165.36.186,1	
35.166.101.186,35	
35.166.117.239,9	
35.166.174.241,4	
35.166.31.108,33	
35.166.52.243,4	
35.166.99.202,13	
35.167.179.96,2	
35.167.184.4,17	
35.167.186.132,2	
35.167.209.31,2	
35.167.220.41,42	
35.167.226.133,47	
35.167.73.236,6	
35.167.9.159,2	
35.176.16.41,1	
35.182.42.94,18	
35.185.1.218,2	
35.185.101.163,1	
35.185.103.93,3	
35.185.11.141,2	
35.185.110.45,1	
35.185.111.2,2	
35.185.113.56,1	
35.185.115.187,3	
35.185.116.154,4	
35.185.118.135,5	
35.185.122.233,1	
35.185.124.32,1	
35.185.125.158,4	
35.185.125.161,3	
35.185.125.238,4	
35.185.14.37,2	
35.185.15.58,9	
35.185.16.183,5	
35.185.16.249,36	
35.185.23.102,13	
35.185.26.18,15	
35.185.26.229,2	
35.185.32.61,3	
35.185.39.119,2	
35.185.39.208,10	
35.185.4.36,14	
35.185.40.4,5	
35.185.41.131,10	
35.185.42.220,13	
35.185.44.103,1	
35.185.46.136,3	
35.185.46.165,1	
35.185.5.77,2	
35.185.50.103,13	
35.185.52.171,2	
35.185.54.228,18	
35.185.55.192,5	
35.185.57.166,2	
35.185.58.112,1	
35.185.6.251,10	
35.185.60.59,3	
35.185.60.74,1	
35.185.62.34,3	
35.185.64.230,1	
35.185.67.245,2	
35.185.7.51,11	
35.185.72.201,1	
35.185.76.216,4	
35.185.78.150,1	
35.185.82.249,1	
35.185.83.27,1	
35.185.88.112,5	
35.185.91.87,5	
35.185.94.25,7	
35.185.95.174,2	
35.185.98.236,8	
35.185.98.248,2	
35.186.165.146,6	
35.186.184.153,6	
35.186.198.98,2	
35.186.199.248,3	
35.186.202.217,2	
35.186.205.6,10	
35.186.208.100,64	
35.186.208.246,7	
35.186.213.165,3	
35.186.220.193,11	
35.186.221.74,1	
35.186.222.181,21	
35.186.226.16,3	
35.186.227.40,3220	
35.186.228.179,59	
35.186.231.122,27	
35.186.237.110,18	
35.186.244.130,78	
35.186.253.0,745	
35.186.253.82,20	
35.187.104.107,10	
35.189.211.164,1	
35.190.11.227,3	
35.190.128.152,3	
35.190.130.78,6	
35.190.131.22,1	
35.190.132.111,1	
35.190.133.242,2	
35.190.136.50,1	
35.190.139.114,1	
35.190.14.224,13	
35.190.143.197,1	
35.190.143.22,2	
35.190.146.39,1	
35.190.149.201,2	
35.190.152.209,1	
35.190.152.224,2	
35.190.155.102,1	
35.190.159.161,3	
35.190.162.35,5	
35.190.164.191,3	
35.190.165.235,3	
35.190.166.46,3	
35.190.17.34,4	
35.190.17.9,6	
35.190.173.96,2	
35.190.175.111,2	
35.190.175.97,2	
35.190.19.134,17	
35.190.2.160,10	
35.190.23.218,6	
35.190.24.22,2	
35.190.44.70,1	
36.248.26.142,3	
36.248.26.152,11	
36.248.26.157,2	
37.139.11.123,3	
37.140.238.33,24	
37.140.238.34,1	
37.140.238.35,5	
37.140.238.70,2	
37.140.238.72,7	
37.157.2.24,15	
37.157.2.25,19	
37.157.2.26,30	
37.157.2.27,5	
37.157.2.28,4	
37.157.2.29,2	
37.157.2.41,26	
37.157.2.42,39	
37.157.2.43,11	
37.157.4.14,20	
37.157.4.15,25	
37.157.4.16,7	
37.157.5.71,2	
37.157.5.72,3	
37.157.5.73,3	
37.157.6.234,5	
37.157.6.235,7	
37.157.6.236,6	
37.157.6.251,18	
37.157.6.252,15	
37.157.6.253,9	
37.187.168.211,45	
37.187.86.42,7	
37.202.2.165,32	
37.209.240.1,16	
37.209.241.115,18	
37.209.241.116,7	
37.209.241.117,7	
37.209.241.118,3	
37.209.241.119,5	
37.209.241.120,11	
37.220.161.65,1	
37.220.162.62,3	
37.220.30.11,3	
37.252.166.206,1	
37.252.166.209,11	
37.252.172.219,2	
37.29.104.14,10	
37.29.104.51,6	
37.48.105.129,2	
37.48.106.238,6	
37.48.124.69,1	
37.48.64.115,4	
37.48.71.20,3	
37.48.71.23,4	
37.48.71.24,36	
37.48.71.26,4	
37.59.13.91,1	
37.59.143.141,6	
37.59.195.0,46	
37.59.24.154,2	
37.59.26.116,1	
37.59.26.117,1	
37.59.32.200,2	
37.9.239.33,5	
37.9.239.35,8	
37.9.239.37,2	
38.106.10.128,15	
38.106.10.130,1	
38.106.10.132,31	
38.106.10.133,7	
38.118.195.49,48	
38.118.71.171,6	
38.126.130.202,29	
38.127.70.131,3	
38.135.33.95,1	
38.29.168.136,1	
38.29.168.137,2	
38.29.168.139,2	
38.29.168.169,4	
38.29.168.184,6	
38.29.169.123,3	
38.65.20.26,31	
38.65.20.28,20	
38.65.20.5,1	
38.65.9.32,12	
38.65.9.35,85	
38.65.9.50,14	
38.69.238.10,44	
38.69.238.104,53	
38.69.238.105,21	
38.69.238.106,1	
38.69.238.107,11	
38.69.238.11,6	
38.69.238.112,2	
38.69.238.113,4	
38.69.238.114,2	
38.69.238.120,21	
38.69.238.121,22	
38.69.238.122,10	
38.69.238.123,15	
38.69.238.128,11	
38.69.238.129,2	
38.69.238.131,1	
38.69.238.16,120	
38.69.238.17,29	
38.69.238.18,49	
38.69.238.19,34	
38.69.238.27,2	
38.69.238.34,3	
38.69.238.64,2	
38.69.238.8,135	
38.69.238.81,18	
38.69.238.82,24	
38.69.238.83,1	
38.69.238.9,4	
38.69.238.91,2	
38.69.238.96,1	
38.69.238.97,17	
38.71.2.160,4	
38.71.2.161,2	
38.71.2.37,2	
38.71.5.31,8	
38.71.5.33,109	
38.71.5.50,5	
38.72.130.133,102	
38.72.130.139,54	
38.72.130.155,63	
38.81.32.37,44	
38.93.140.11,6	
38.93.140.24,1	
38.93.140.35,9	
38.93.140.48,97	
38.93.140.49,10	
38.93.140.51,4	
38.93.140.57,6	
38.93.140.64,8	
38.93.140.65,4	
38.93.140.72,94	
38.93.140.8,3	
39.130.133.34,8	
4.16.74.107,1	
4.16.74.114,1	
4.16.74.142,1	
4.16.74.176,1	
4.16.74.210,1	
4.16.74.242,2	
4.16.75.16,2	
4.16.75.18,4	
4.16.75.50,1	
4.16.75.78,1	
4.23.36.253,1	
4.26.251.254,10	
4.27.20.234,5	
40.112.209.67,2	
40.112.210.171,3	
40.112.213.22,2	
40.113.120.215,14	
40.117.35.172,1	
40.117.48.120,5	
40.117.91.56,3	
40.118.61.204,2	
40.121.143.115,1	
40.121.219.108,12	
40.121.220.251,8	
40.123.40.240,4	
40.136.60.66,1	
40.136.60.74,1	
40.136.60.96,3	
40.136.60.97,1	
40.68.219.218,4	
40.68.232.24,29	
40.70.221.249,65	
40.77.224.145,1	
40.77.224.254,1	
40.77.228.69,19	
40.77.228.92,9	
40.77.232.95,17	
40.79.82.19,4	
40.80.145.27,4	
40.80.145.38,2	
40.80.145.78,3	
40.83.143.209,14	
40.84.189.107,1	
40.87.63.92,6	
40.97.171.98,1	
41.178.51.183,5	
42.120.147.2,2	
42.120.219.31,2	
42.120.219.93,4	
42.123.102.80,3	
42.123.102.81,2	
42.123.102.84,3	
42.156.140.209,5	
42.156.140.222,11	
42.156.140.84,2	
42.156.235.3,6	
42.236.125.44,1	
42.236.126.142,3	
42.56.76.11,3	
42.56.76.12,12	
42.56.76.21,2	
42.56.76.22,3	
42.56.79.31,10	
42.81.4.104,15	
42.81.4.112,3	
42.81.4.45,2	
43.251.41.28,11	
43.253.46.117,18	
43.255.254.20,37	
45.126.132.40,8	
45.126.132.47,20	
45.126.132.48,26	
45.32.6.90,10	
45.32.93.129,2	
45.33.22.199,1	
45.33.35.164,2	
45.33.49.119,57	
45.33.83.242,3	
45.55.101.135,1	
45.55.120.93,3	
45.55.144.249,2	
45.55.233.96,4	
45.56.123.34,2	
45.56.65.7,3	
45.76.0.45,1	
45.76.67.46,2	
45.79.108.104,14	
46.101.136.217,5	
46.101.233.87,1	
46.101.239.202,4	
46.101.248.121,1	
46.105.126.210,1	
46.105.198.136,19	
46.105.199.2,2	
46.105.201.240,7	
46.105.202.39,21	
46.105.203.17,63	
46.137.103.117,5	
46.137.104.151,2	
46.137.111.128,6	
46.137.162.23,23	
46.137.163.9,6	
46.137.164.87,5	
46.137.171.87,2	
46.137.175.248,1	
46.137.177.35,4	
46.137.79.158,2	
46.137.85.119,9	
46.137.89.75,3	
46.137.93.21,1	
46.166.142.171,1	
46.166.142.173,3	
46.166.187.121,10	
46.166.188.35,1	
46.166.188.36,1	
46.166.188.37,1	
46.166.188.38,1	
46.183.150.153,42	
46.189.56.88,2	
46.20.149.34,19	
46.20.32.78,2	
46.228.164.11,1	
46.229.145.1,1	
46.229.145.10,4	
46.229.145.32,1	
46.229.145.40,1	
46.229.145.47,9	
46.229.145.48,5	
46.229.145.50,3	
46.229.145.52,8	
46.229.166.179,2	
46.229.168.33,3	
46.229.171.130,1	
46.235.184.52,2	
46.235.185.198,5	
46.236.9.36,1	
46.38.178.153,3	
46.4.104.227,3	
46.4.105.106,7	
46.4.25.136,8	
46.4.29.76,1	
46.4.40.201,2	
46.4.42.118,32	
46.4.48.154,1	
46.4.68.125,4	
46.4.70.55,1	
46.4.97.176,1	
46.45.154.110,54	
46.45.154.116,6	
46.45.154.70,26	
46.51.247.29,12	
46.51.251.26,1	
46.51.251.34,2	
47.52.2.178,57	
47.88.68.21,4	
47.89.67.202,13	
47.89.67.203,4	
47.89.67.204,6	
47.89.67.206,9	
47.89.67.224,8	
47.89.67.225,2	
47.89.67.228,7	
47.89.67.240,10	
47.89.67.245,4	
47.89.68.201,6	
47.89.68.202,3	
47.89.68.223,3	
47.89.68.225,17	
47.89.69.198,6	
47.89.69.251,2	
5.11.87.237,1	
5.134.212.24,10	
5.134.212.32,4	
5.135.121.144,13	
5.135.98.41,2	
5.144.130.116,7	
5.144.130.151,11	
5.144.133.146,8	
5.144.133.90,8	
5.150.170.4,3	
5.150.170.5,1	
5.150.170.6,4	
5.153.68.73,8	
5.187.1.122,3	
5.196.114.242,1	
5.196.119.249,84	
5.196.119.250,63	
5.196.36.233,4	
5.196.44.172,6	
5.255.255.5,11	
5.255.255.55,13	
5.255.255.60,13	
5.255.255.80,7	
5.255.255.88,1	
5.35.172.145,2	
5.39.224.140,5	
5.39.224.141,11	
5.39.44.193,13	
5.39.7.82,2	
5.39.7.87,3	
5.45.205.231,6	
5.45.205.232,4	
5.45.205.233,13	
5.45.205.234,7	
5.45.205.235,9	
5.79.102.162,1	
5.79.102.189,1	
5.79.102.193,3	
5.79.102.201,2	
5.79.102.202,1	
5.79.102.208,1	
5.79.102.211,4	
5.79.102.218,1	
5.79.102.222,3	
5.79.102.231,1	
5.79.102.233,1	
5.79.64.37,10	
5.79.64.38,7	
5.79.64.39,1	
5.79.64.40,4	
5.79.65.138,7	
5.79.65.140,2	
5.79.73.112,1	
5.79.73.115,1	
5.79.73.79,2	
5.79.73.80,1	
5.79.73.86,6	
5.79.73.92,3	
5.79.75.140,2	
5.79.75.175,1	
5.9.107.113,2	
5.9.119.17,2	
5.9.12.131,4	
5.9.20.109,5	
5.9.20.36,4	
5.9.57.152,2	
5.9.57.153,2	
5.9.92.53,4	
50.112.109.37,6	
50.112.109.9,1	
50.112.125.59,2	
50.112.140.202,8	
50.112.148.117,2	
50.112.149.137,8	
50.112.201.212,40	
50.112.253.76,3	
50.112.45.104,27	
50.112.9.124,1	
50.112.93.230,1	
50.115.208.113,33	
50.116.194.21,90	
50.116.194.23,52	
50.16.106.18,1	
50.16.134.233,10	
50.16.136.203,8	
50.16.137.45,5	
50.16.19.35,9	
50.16.193.76,2	
50.16.197.102,30	
50.16.199.14,2	
50.16.200.73,39	
50.16.203.139,16	
50.16.205.164,47	
50.16.205.70,1	
50.16.207.248,8	
50.16.214.12,3	
50.16.218.2,4	
50.16.218.25,5	
50.16.22.124,7	
50.16.220.202,8	
50.16.222.182,8	
50.16.224.164,4	
50.16.224.82,8	
50.16.226.12,1	
50.16.227.133,28	
50.16.228.16,8	
50.16.228.170,21	
50.16.233.31,4	
50.16.238.98,6	
50.16.246.177,7	
50.16.246.57,3	
50.16.248.184,2	
50.16.250.117,7	
50.16.250.243,3	
50.17.110.26,8	
50.17.160.12,3	
50.17.164.80,9	
50.17.171.137,3	
50.17.177.105,11	
50.17.182.196,2	
50.17.190.152,3	
50.17.190.30,7	
50.17.193.239,5	
50.17.195.39,20	
50.17.197.25,1	
50.17.207.181,1	
50.17.208.250,1	
50.17.209.234,18	
50.17.211.84,15	
50.17.213.191,1	
50.17.215.95,3	
50.17.216.242,25	
50.17.223.77,5	
50.17.224.177,12	
50.17.224.254,3	
50.17.232.169,22	
50.17.234.240,6	
50.17.246.138,11	
50.17.248.116,10	
50.17.250.36,20	
50.17.251.61,9	
50.17.253.218,1	
50.17.30.222,2	
50.17.52.222,7	
50.17.78.90,21	
50.18.106.114,7	
50.18.110.162,10	
50.18.168.195,54	
50.18.172.166,10	
50.18.173.48,3	
50.18.173.83,4	
50.18.177.120,2	
50.18.187.184,13	
50.18.189.103,25	
50.18.196.63,73	
50.18.199.239,7	
50.18.200.248,3	
50.18.202.190,4	
50.18.204.212,9	
50.18.215.228,1	
50.18.221.243,2	
50.18.250.175,3	
50.18.251.157,13	
50.18.253.140,19	
50.18.253.40,12	
50.18.254.76,3	
50.18.50.60,124	
50.18.61.120,4	
50.18.61.122,2	
50.18.61.141,3	
50.18.61.144,4	
50.18.63.140,2	
50.19.100.200,20	
50.19.105.166,5	
50.19.107.76,17	
50.19.109.183,4	
50.19.113.55,7	
50.19.118.19,1	
50.19.119.140,1	
50.19.119.226,1	
50.19.121.243,9	
50.19.123.164,4	
50.19.124.156,10	
50.19.125.134,9	
50.19.125.36,16	
50.19.127.216,1	
50.19.14.217,10	
50.19.198.92,2	
50.19.212.20,3	
50.19.216.194,20	
50.19.219.11,18	
50.19.220.224,2	
50.19.221.78,6	
50.19.222.97,8	
50.19.223.117,19	
50.19.224.240,1	
50.19.226.229,2	
50.19.231.189,8	
50.19.232.30,17	
50.19.234.144,1	
50.19.236.121,18	
50.19.236.78,1	
50.19.238.1,1	
50.19.239.212,15	
50.19.240.228,2	
50.19.247.135,19	
50.19.250.40,4	
50.19.253.20,1	
50.19.51.56,18	
50.19.60.226,20	
50.19.80.26,16	
50.19.83.4,26	
50.19.87.106,8	
50.19.96.218,2	
50.22.179.104,1	
50.22.46.104,2	
50.22.46.105,1	
50.22.46.25,4	
50.23.152.172,1	
50.23.192.82,1	
50.23.200.73,4	
50.23.217.152,13	
50.28.0.118,12	
50.31.164.173,139	
50.31.164.174,136	
50.31.164.175,137	
50.31.169.131,4	
50.31.185.39,9	
50.31.185.42,6	
50.31.185.43,18	
50.31.185.52,7	
50.31.210.245,1	
50.31.239.102,6	
50.56.53.173,5	
50.57.31.206,56	
50.63.161.74,19	
50.63.243.230,875	
50.7.171.161,4	
50.97.130.118,1	
50.97.162.77,6	
50.97.216.34,1	
50.97.40.233,58	
50.97.42.24,9	
50.97.43.236,3	
50.97.43.237,1	
50.97.60.43,3	
50.97.99.189,4	
51.254.79.20,1	
51.254.91.248,5	
52.0.106.78,9	
52.0.109.176,1	
52.0.11.138,1	
52.0.116.2,1	
52.0.130.201,10	
52.0.138.67,3	
52.0.144.83,26	
52.0.146.142,5	
52.0.149.162,2	
52.0.157.21,1	
52.0.168.222,5	
52.0.173.66,37	
52.0.176.19,2	
52.0.178.86,6	
52.0.179.70,5	
52.0.182.174,15	
52.0.184.249,42	
52.0.186.244,8	
52.0.195.74,14	
52.0.206.136,6	
52.0.214.85,8	
52.0.222.62,40	
52.0.223.109,13	
52.0.224.96,18	
52.0.227.98,1	
52.0.229.16,68	
52.0.23.107,5	
52.0.231.118,7	
52.0.234.78,5	
52.0.235.123,11	
52.0.243.56,4	
52.0.244.10,18	
52.0.26.209,21	
52.0.38.200,14	
52.0.63.14,3	
52.0.64.83,17	
52.0.71.156,10	
52.0.73.222,1	
52.0.75.225,5	
52.0.76.3,5	
52.0.87.195,6	
52.0.93.246,20	
52.1.10.174,3	
52.1.105.69,10	
52.1.112.15,11	
52.1.117.84,9	
52.1.125.147,12	
52.1.130.160,5	
52.1.131.18,2	
52.1.14.213,13	
52.1.145.253,1	
52.1.15.137,1	
52.1.150.138,15	
52.1.151.24,4	
52.1.152.108,3	
52.1.161.171,36	
52.1.165.28,3	
52.1.167.94,6	
52.1.175.11,2	
52.1.175.140,11	
52.1.177.65,7	
52.1.184.32,15	
52.1.203.86,2	
52.1.21.222,1	
52.1.212.98,4	
52.1.213.181,1	
52.1.216.93,3	
52.1.220.203,2	
52.1.246.30,6	
52.1.26.13,8	
52.1.27.106,2	
52.1.29.7,9	
52.1.30.158,2	
52.1.37.48,1	
52.1.39.235,2	
52.1.46.247,1	
52.1.47.94,28	
52.1.52.250,4	
52.1.55.126,2	
52.1.6.81,2	
52.1.62.39,8	
52.1.7.177,26	
52.1.71.166,3	
52.1.8.168,1	
52.1.83.69,18	
52.1.89.17,6	
52.1.96.98,49	
52.1.97.41,4	
52.1.98.83,14	
52.10.154.150,7	
52.10.250.101,23	
52.10.29.146,13	
52.10.41.182,6	
52.10.47.150,1	
52.10.50.117,20	
52.11.164.190,131	
52.11.17.245,20	
52.11.250.32,7	
52.11.31.31,50	
52.11.71.24,9	
52.129.66.11,3	
52.129.66.14,3	
52.129.68.11,1	
52.129.68.12,1	
52.129.68.13,2	
52.129.68.14,1	
52.129.70.12,1	
52.129.70.13,3	
52.14.101.133,4	
52.14.109.11,15	
52.14.111.13,1	
52.14.111.16,4	
52.14.115.224,2	
52.14.115.67,8	
52.14.116.54,12	
52.14.125.86,2	
52.14.13.30,1	
52.14.137.172,11	
52.14.149.127,3	
52.14.156.245,30	
52.14.160.197,1	
52.14.174.200,4	
52.14.174.89,20	
52.14.18.229,4	
52.14.181.127,7	
52.14.181.222,4	
52.14.181.31,6	
52.14.184.194,10	
52.14.188.111,1	
52.14.189.16,4	
52.14.190.113,12	
52.14.191.61,8	
52.14.203.49,1	
52.14.213.208,8	
52.14.213.254,3	
52.14.217.119,15	
52.14.218.35,22	
52.14.224.52,4	
52.14.227.242,15	
52.14.232.31,5	
52.14.233.112,15	
52.14.236.141,4	
52.14.238.120,1	
52.14.247.85,1	
52.14.250.207,10	
52.14.255.244,6	
52.14.26.35,6	
52.14.31.221,7	
52.14.34.125,5	
52.14.39.34,4	
52.14.41.202,2	
52.14.43.159,10	
52.14.54.243,14	
52.14.62.64,3	
52.14.66.134,2	
52.14.68.155,4	
52.14.71.101,26	
52.14.71.61,13	
52.14.75.177,4	
52.14.75.45,7	
52.14.8.86,10	
52.14.81.218,4	
52.14.82.203,28	
52.14.87.192,16	
52.14.88.194,2	
52.144.45.14,3	
52.144.45.15,7	
52.15.103.153,5	
52.15.103.85,2	
52.15.104.193,7	
52.15.104.94,19	
52.15.108.216,9	
52.15.111.56,23	
52.15.112.215,2	
52.15.113.207,2	
52.15.114.2,2	
52.15.114.249,15	
52.15.116.48,2	
52.15.119.116,3	
52.15.119.196,4	
52.15.124.132,2	
52.15.125.32,6	
52.15.126.50,6	
52.15.129.105,12	
52.15.130.241,8	
52.15.136.23,5	
52.15.137.151,8	
52.15.143.191,14	
52.15.143.81,11	
52.15.145.159,4	
52.15.145.173,8	
52.15.152.37,11	
52.15.153.238,7	
52.15.157.201,6	
52.15.157.98,1	
52.15.170.20,11	
52.15.174.152,3	
52.15.182.18,1	
52.15.188.80,3	
52.15.189.42,10	
52.15.192.130,4	
52.15.203.127,1	
52.15.205.118,11	
52.15.207.114,7	
52.15.211.182,2	
52.15.216.175,5	
52.15.220.82,11	
52.15.221.111,16	
52.15.224.225,10	
52.15.226.117,4	
52.15.228.17,3	
52.15.232.66,11	
52.15.233.50,8	
52.15.239.205,6	
52.15.240.136,3	
52.15.244.174,30	
52.15.40.245,14	
52.15.42.107,4	
52.15.44.72,17	
52.15.47.105,11	
52.15.47.24,7	
52.15.54.115,4	
52.15.56.118,3	
52.15.57.229,4	
52.15.61.19,6	
52.15.66.203,1	
52.15.71.138,2	
52.15.78.146,5	
52.15.84.1,3	
52.15.90.241,3	
52.15.90.247,4	
52.15.92.3,7	
52.15.95.43,1	
52.15.97.99,4	
52.15.98.163,13	
52.16.178.12,3	
52.16.193.165,2	
52.16.49.199,8	
52.16.87.69,13	
52.160.91.170,1	
52.166.75.171,1	
52.167.223.46,20	
52.17.121.244,6	
52.17.155.212,5	
52.17.172.46,7	
52.17.193.183,3	
52.17.194.198,22	
52.17.224.40,1	
52.17.227.48,11	
52.17.233.67,2	
52.17.250.174,5	
52.17.31.79,16	
52.17.54.226,3	
52.17.82.217,10	
52.17.86.110,2	
52.17.89.12,26	
52.174.61.4,36	
52.18.138.62,1	
52.18.186.5,3	
52.18.246.201,4	
52.18.60.0,8	
52.184.189.101,1	
52.19.14.197,3	
52.19.146.206,4	
52.19.155.137,3	
52.19.17.21,14	
52.19.171.125,22	
52.19.174.0,3	
52.19.189.131,15	
52.19.201.247,13	
52.19.48.233,7	
52.19.56.76,1	
52.19.57.181,4	
52.192.132.30,1	
52.192.136.173,2	
52.192.163.162,10	
52.192.219.100,18	
52.192.231.51,1	
52.192.237.93,1	
52.192.58.8,2	
52.193.105.224,5	
52.193.122.128,3	
52.193.126.247,3	
52.193.134.61,3	
52.193.141.209,2	
52.193.143.39,2	
52.193.182.124,2	
52.193.195.104,2	
52.193.200.174,11	
52.193.206.142,3	
52.193.220.160,2	
52.193.250.72,9	
52.193.30.143,6	
52.193.38.190,26	
52.193.90.60,3	
52.196.10.155,2	
52.196.133.84,2	
52.196.193.205,10	
52.196.199.135,2	
52.196.2.249,3	
52.196.224.177,19	
52.196.249.249,2	
52.196.43.58,5	
52.196.45.147,10	
52.196.5.57,5	
52.196.6.92,3	
52.196.65.18,3	
52.196.94.170,12	
52.197.112.110,15	
52.197.116.185,9	
52.197.119.100,6	
52.197.12.0,7	
52.197.141.185,2	
52.197.152.224,1	
52.197.158.114,12	
52.197.199.45,1	
52.197.219.47,3	
52.197.24.73,15	
52.197.242.223,3	
52.197.42.176,29	
52.197.47.166,1	
52.197.77.168,2	
52.197.80.69,19	
52.197.85.141,4	
52.197.92.191,8	
52.197.93.37,2	
52.198.10.100,3	
52.198.132.137,4	
52.198.134.110,5	
52.198.136.125,1	
52.198.146.159,18	
52.198.169.10,17	
52.198.178.44,1	
52.198.185.206,2	
52.198.223.82,1	
52.198.225.50,1	
52.198.236.120,1	
52.198.245.125,2	
52.198.52.250,3	
52.198.66.96,5	
52.198.80.212,11	
52.198.84.23,2	
52.198.88.195,2	
52.198.90.93,19	
52.198.93.173,47	
52.198.93.90,4	
52.199.105.238,11	
52.199.109.57,1	
52.199.113.230,2	
52.199.117.107,11	
52.199.126.97,5	
52.199.131.224,2	
52.199.192.133,2	
52.199.214.154,4	
52.199.216.216,2	
52.199.23.250,2	
52.199.236.142,22	
52.199.27.215,1	
52.199.27.239,1	
52.2.0.226,24	
52.2.103.91,11	
52.2.106.115,6	
52.2.117.3,3	
52.2.12.108,9	
52.2.128.144,1	
52.2.131.164,11	
52.2.131.201,4	
52.2.138.192,1	
52.2.144.140,5	
52.2.15.203,12	
52.2.156.182,1	
52.2.159.241,1	
52.2.159.34,6	
52.2.160.50,5	
52.2.161.246,5	
52.2.164.5,2	
52.2.169.227,18	
52.2.17.73,4	
52.2.174.62,10	
52.2.180.200,13	
52.2.180.59,7	
52.2.187.80,7	
52.2.188.99,8	
52.2.197.58,4	
52.2.203.234,1	
52.2.205.183,19	
52.2.210.227,16	
52.2.212.131,4	
52.2.216.208,1	
52.2.229.30,8	
52.2.25.120,11	
52.2.30.221,23	
52.2.36.199,8	
52.2.38.49,6	
52.2.41.140,5	
52.2.5.150,26	
52.2.56.173,21	
52.2.56.199,3	
52.2.59.199,2	
52.2.74.119,2	
52.2.84.170,2	
52.2.87.114,2	
52.2.96.185,1	
52.20.107.43,2	
52.20.109.239,3	
52.20.113.186,13	
52.20.116.64,4	
52.20.12.16,3	
52.20.126.96,7	
52.20.131.122,6	
52.20.131.17,2	
52.20.136.189,14	
52.20.141.116,1	
52.20.142.175,2	
52.20.144.139,1	
52.20.152.93,5	
52.20.157.215,25	
52.20.166.32,7	
52.20.167.5,4	
52.20.168.93,1	
52.20.169.71,6	
52.20.172.2,17	
52.20.174.143,17	
52.20.176.243,8	
52.20.182.36,8	
52.20.195.125,2	
52.20.196.167,6	
52.20.2.57,32	
52.20.205.36,1	
52.20.213.195,7	
52.20.214.180,3	
52.20.215.76,9	
52.20.217.180,4	
52.20.22.149,10	
52.20.220.238,11	
52.20.228.74,13	
52.20.230.125,9	
52.20.233.156,8	
52.20.233.27,23	
52.20.235.234,9	
52.20.242.25,20	
52.20.247.142,3	
52.20.247.210,3	
52.20.248.202,3	
52.20.30.114,5	
52.20.39.168,23	
52.20.48.212,6	
52.20.48.249,7	
52.20.50.84,10	
52.20.55.169,4	
52.20.57.178,8	
52.20.60.113,3	
52.20.60.244,6	
52.20.62.116,15	
52.20.62.15,7	
52.20.63.244,3	
52.20.71.158,9	
52.20.71.183,1	
52.20.78.0,22	
52.20.79.163,5	
52.20.8.16,31	
52.20.81.238,9	
52.20.82.82,22	
52.20.83.15,2	
52.20.84.90,8	
52.20.96.67,3	
52.200.100.92,2	
52.200.110.240,3	
52.200.111.50,26	
52.200.116.219,2	
52.200.128.131,1	
52.200.131.182,1	
52.200.132.11,6	
52.200.140.34,17	
52.200.141.101,3	
52.200.142.111,8	
52.200.143.253,10	
52.200.148.165,2	
52.200.15.156,8	
52.200.162.142,8	
52.200.162.200,2	
52.200.165.180,2	
52.200.17.200,10	
52.200.172.106,19	
52.200.172.175,17	
52.200.178.51,2	
52.200.179.36,3	
52.200.182.11,5	
52.200.185.12,1	
52.200.191.209,2	
52.200.20.142,3	
52.200.20.223,4	
52.200.206.57,1	
52.200.207.148,3	
52.200.207.5,1	
52.200.226.54,1	
52.200.229.114,1	
52.200.230.46,3	
52.200.235.20,1	
52.200.235.58,1	
52.200.240.71,2	
52.200.241.130,6	
52.200.243.10,1	
52.200.243.182,35	
52.200.244.47,24	
52.200.245.89,2	
52.200.251.125,3	
52.200.251.83,1	
52.200.32.122,3	
52.200.43.16,2	
52.200.51.46,10	
52.200.56.133,35	
52.200.58.136,19	
52.200.72.92,1	
52.200.82.112,4	
52.200.88.94,7	
52.200.94.1,9	
52.200.94.240,8	
52.201.1.219,2	
52.201.1.23,1	
52.201.100.0,6	
52.201.108.198,4	
52.201.109.192,1	
52.201.109.210,6	
52.201.11.42,3	
52.201.110.241,10	
52.201.114.118,2	
52.201.117.78,8	
52.201.121.23,2	
52.201.122.21,1	
52.201.126.71,21	
52.201.136.124,12	
52.201.138.250,4	
52.201.14.19,1	
52.201.140.162,7	
52.201.149.199,2	
52.201.15.144,1	
52.201.184.213,9	
52.201.2.44,2	
52.201.220.207,1	
52.201.224.47,7	
52.201.35.194,16	
52.201.35.92,5	
52.201.4.68,9	
52.201.40.225,2	
52.201.43.52,4	
52.201.44.225,7	
52.201.45.50,12	
52.201.51.159,15	
52.201.60.77,15	
52.201.61.62,7	
52.201.67.122,1	
52.201.71.58,9	
52.201.73.12,2	
52.201.88.235,17	
52.201.90.100,4	
52.201.95.9,1	
52.201.96.49,1	
52.201.97.1,2	
